Brand Name;Parent Company;If Parent Company does not appear automatically or needs correction, please add here.;Item Description;Type of Product;Type of Material;Layers;Total Count;City;Provinces;Time of Audit;Type of Audit;Specifics of Audit
MAULKHAIRAT;;UNKNOWN;LABEL;PM;LDPE;SL;5;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
CRYSTALLINE;Orang Tua;;CUP;FP;PET;SL;2;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
CRYSTALLINE;Orang Tua;;LABEL;PM;LDPE;SL;2;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
DELICIOUS DRINK;;UNKNOWN;CUP;FP;PET;SL;3;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
DELICIOUS DRINK;;UNKNOWN;LABEL;PM;LDPE;SL;3;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
GOLDA;Wings;;BOTTLE;FP;PET;SL;5;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
GOLDA;Wings;;LABEL;PM;LDPE;SL;5;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
GOLDA;Wings;;BOTTLE CAP;FP;PP;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
GOOD DAY COFFEE;;PT SANTOS JAYA ABADI;BOTTLE;FP;PET;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
GOOD DAY COFFEE;;PT SANTOS JAYA ABADI;LABEL;PM;LDPE;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
GOOD DAY COFFEE;;PT SANTOS JAYA ABADI;BOTTLE CAP;FP;PP;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
PRIMA MINERAL;;PT SINAR SOSRO;BOTTLE;FP;PET;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
PRIMA MINERAL;;PT SINAR SOSRO;LABEL;PM;LDPE;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
PRIMA MINERAL;;PT SINAR SOSRO;BOTTLE CAP;FP;PP;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
KUSUKA;CV Arira Pangindo;;PLASTIC PACKAGING;O;O;ML;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
GORIORIO;Siantar Top;;PLASTIC PACKAGING;FP;O;ML;10;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
SARI GANDUM;Mayora Indah;;PLASTIC PACKAGING;FP;O;ML;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
ROKOK CHIEF;;UNKNOWN;BOX;SM;O;ML;3;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
NABATI;Nabati Group.;;PLASTIC PACKAGING;FP;O;ML;3;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
OVALTINE;ABF;;PLASTIC PACKAGING;FP;O;ML;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
KOPIKO;Mayora Indah;;PLASTIC PACKAGING;FP;O;ML;5;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
JASJUS;Wings;;PLASTIC PACKAGING;FP;O;ML;6;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
EXTRA JOSS;Bintang Toedjoe;;PLASTIC PACKAGING;FP;O;ML;5;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
KOPI ABC;Santos Jaya Abadi;;PLASTIC PACKAGING;FP;O;ML;2;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
MADURASA;Madurasa Unggulan Nusantara;;PLASTIC PACKAGING;FP;O;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
UNKNOWN;Unbranded;;SPOON;HP;O;SL;5;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
BIG BABOL;Perfetti van Melle;;PLASTIC PACKAGING;FP;O;ML;3;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
KUKU BIMA;Sido Muncul;;PLASTIC PACKAGING;FP;O;ML;4;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
DJI SAM SOE;HM Sampoerna, Tbk;;PLASTIC PACKAGING;SM;O;SL;2;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
DAG;;UNKNOWN;CUP;FP;PP;SL;3;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
DAG;;UNKNOWN;STRAW;SM;PP;SL;20;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
DAG;;UNKNOWN;LABEL;FP;PP;SL;3;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
CHOCOLATOS;Garuda Food;;PLASTIC PACKAGING;FP;O;ML;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
SURYA;Gudang Garam Tbk.;;PLASTIC PACKAGING;SM;O;ML;20;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
FRISIAN FLAG;FrieslandCampina;;PLASTIC PACKAGING;FP;O;ML;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
2 ANAK PINTAR;;UNKNOWN;PLASTIC PACKAGING;FP;O;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
KENMASTER;;UNKNOWN;HANDSCOON;O;O;Unsure;6;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
MOLTO;Unilever;;PLASTIC PACKAGING;PC;O;ML;4;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
RELAXA;Agel Langgeng;;PLASTIC PACKAGING;FP;O;ML;2;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
KIKO;Pandaria Makmur (Kiko Fact);PT UNITED FAMILY FOOD;PLASTIC PACKAGING;FP;O;SL;13;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
HEMAVITON;Tempo Scan Pacific;;PLASTIC PACKAGING;FP;O;ML;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
MAMY POKO;Unicharm;;PLASTIC PACKAGING;PC;O;ML;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
MAMASUKA;;UNKNOWN;PLASTIC PACKAGING;FP;O;ML;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
REXONA;Unilever;;PLASTIC PACKAGING;PC;O;ML;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
DAIA;Wings;;PLASTIC PACKAGING;PC;O;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
ALPENLIEBE;Perfetti van Melle;;PLASTIC PACKAGING;FP;O;ML;2;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
MENTOS;Perfetti van Melle;;PLASTIC PACKAGING;FP;O;SL;4;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
TERASI UDANG;;UNKNOWN;PLASTIC PACKAGING;FP;O;ML;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
TORABIKA;Mayora Indah;;PLASTIC PACKAGING;FP;O;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
UNKNOWN;Unbranded;;MIE PACKAGING;FP;O;SL;3;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
NEXTAR;Nabati;;PLASTIC PACKAGING;FP;O;ML;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
FRENTA;Kino;;PLASTIC PACKAGING;FP;O;ML;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
GABIN;;UNKNOWN;PLASTIC PACKAGING;FP;O;ML;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
UNKNOWN;Unbranded;;STRAW;FP;O;SL;35;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
AMPICLIN;;UNKNOWN;PLASTIC PACKAGING;PC;O;ML;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
ROYCO;Campbell Soup Company;;PLASTIC PACKAGING;FP;O;ML;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
INDOMILK;Indofood;;PLASTIC PACKAGING;FP;O;ML;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
O'JOY;;PT AMERTA INDAH OTSUKA;PLASTIC PACKAGING;FP;O;ML;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
ARDEN;;Mayora indah;PLASTIC PACKAGING;FP;O;ML;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
CLEAR;Unilever;;PLASTIC PACKAGING;PC;O;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
LE MINERALE;Mayora Indah;;PLASTIC PACKAGING;FP;O;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
TUPPERWARE;Tupperware India Pvt. Ltd.;;COVER;FP;LDPE;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
YEYE;UD ACP Surabaya;UNKNOWN;SANDAL;HP;PVC;Unsure;2;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
PORTO;;UNKNOWN;SANDAL;HP;PVC;Unsure;5;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
MARKERIS;;UNKNOWN;SANDAL;HP;PVC;Unsure;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
UNKNOWN;Unbranded;;CAR TOYS;HP;PVC;SL;4;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
UNKNOWN;Unbranded;;STRAW;FP;PET;SL;26;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
VASELINE;Unilever;;BOTTLE CAP;FP;PP;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
VASELINE;Unilever;;BOTTLE;PC;HDPE;ML;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
UNKNOWN;Unbranded;;SAPU;HP;PVC;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
CALADINE;;UNKNOWN;BOTTLE CAP;FP;PP;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
CALADINE;;UNKNOWN;BOTTLE;PC;HDPE;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
SCION;;UNKNOWN;BOTTLE;PC;HDPE;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
REXONA;Unilever;;PLASTIC PACKAGING;HP;HDPE;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
UNKNOWN;Unbranded;;MINYAK KAYU PUTIH;HP;PVC;SL;2;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
UNKNOWN;Unbranded;;PLASTIC PACKAGING;HP;PVC;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
UNKNOWN;Unbranded;;GAYUNG;HP;PVC;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
UNKNOWN;Unbranded;;KUAS;HP;PVC;Unsure;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
UNKNOWN;Unbranded;;LIGHTER (KOREK);SM;PVC;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
UNKNOWN;Unbranded;UNKNOWN;BOTTLE;PC;HDPE;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
UNKNOWN;Unbranded;UNKNOWN;MASCARA;HP;PVC;Unsure;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
KENMASTER;;UNKNOWN;PLASTIC PACKAGING;PM;LDPE;SL;2;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
TEH PUCUK;Mayora Indah;;BOTTLE CAP;FP;HDPE;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
TEH PUCUK;Mayora Indah;;BOTTLE;FP;PET;SL;0;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
TEH PUCUK;Mayora Indah;;LABEL;FP;LDPE;SL;0;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
MINYAKITA;;APICAL GROUP;PLASTIC PACKAGING;FP;HDPE;ML;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
UNKNOWN;Unbranded;;PLASTIC PACKAGING;FP;PP;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
UNKNOWN;Unbranded;;GALON CAP;FP;PP;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
UNKNOWN;Unbranded;UNKNOWN;;FP;PP;SL;0;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
UNKNOWN;Unbranded;UNKNOWN;LABEL;FP;LDPE;ML;0;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
UNKNOWN;Unbranded;UNKNOWN;STRAW;FP;PS;SL;0;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
UNKNOWN;Unbranded;;SPOON;HP;PS;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
TEH GELAS;Orang Tua;;CUP;FP;PP;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
TEH GELAS;Orang Tua;;LABEL;FP;LDPE;ML;0;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
SWALLOW;sinar Jaya Perkasa;;SANDAL;HP;O;Unsure;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
UNKNOWN;Unbranded;;PLASTIK VIBER;FG;PVC;Unsure;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
UNKNOWN;Unbranded;;PLASTIC PACKAGING;FP;PP;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
UNKNOWN;Unbranded;;BASKOM;HP;PS;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
PERTAMINA OIL;;PERTAMINA;BOTTLE;HP;HDPE;ML;11;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
POP MIE;Indofood;;STYROFOAM CUP;FP;PS;Unsure;3;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
POP MIE;Indofood;;LABEL;PM;LDPE;ML;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
UNKNOWN;Unbranded;;PLASTIC PACKAGING;FP;PS;Unsure;2;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
JUMBO;Unbranded;PT JUMBO POWER INTERNATIONAL;MINYAK REM;HP;HDPE;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
JUMBO;Unbranded;PT JUMBO POWER INTERNATIONAL;LABEL;HP;HDPE;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
UNKNOWN;Unbranded;;CUP;FP;PP;Unsure;2;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
ROKOK NATION BOLD;;UNKNOWN;PLASTIC PACKAGING;SM;O;ML;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
UNKNOWN;Unbranded;;BALL PLASTIC TOYS;HP;PVC;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
UNKNOWN;Unbranded;;LIGHTER (KOREK);SM;O;SL;16;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
OREO;Dongsuh Foods;PT MONDELEZ INDONESIA MANUFACTURING;PLASTIC PACKAGING;FP;PP;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
OREO;Dongsuh Foods;PT MONDELEZ INDONESIA MANUFACTURING;LABEL;PM;LDPE;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
JERIGEN MINYAK;;UNKNOWN;JERIGEN;HP;HDPE;Unsure;2;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
ABC SYRUP;;PT HEINZ ABC INDONESIA;BOTTLE;FP;HDPE;SL;2;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
UNKNOWN;Unbranded;;BOTTLE CAP;FP;PP;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
UNKNOWN;Unbranded;;COVER;HP;LDPE;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
UNKNOWN;Unbranded;;TABLE;HP;PVC;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
PERTAMINA OIL;;PERTAMINA;BOTTLE;HP;PP;SL;6;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
UNKNOWN;Unbranded;;RAK SEPATU;HP;PVC;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
DAG;;UNKNOWN;CUP;FP;PP;Unsure;4;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
DAG;;UNKNOWN;LABEL;PM;LDPE;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
OKKY;Suntory Beverage & Food;;CUP;FP;PP;Unsure;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
OKKY;Suntory Beverage & Food;;LABEL;PM;LDPE;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
UNKNOWN;Unbranded;;SEAL TAPE;PM;O;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
UNKNOWN;Unbranded;;BOTTLE;HP;PVC;Unsure;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
BETADINE;Avrio Health LP;PT MUNDIPHARMA HEALTHCARE INDONESIA;BOTTLE;PC;HDPE;Unsure;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
BETADINE;Avrio Health LP;PT MUNDIPHARMA HEALTHCARE INDONESIA;LABEL;PM;LDPE;Unsure;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
UNKNOWN;Unbranded;;GALON CAP;FP;HDPE;Unsure;9;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
POP MIE;Indofood;;FORK;FP;PP;Unsure;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
LE MINERALE;Mayora Indah;;BOTTLE CAP;FP;PP;Unsure;5;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
GARNIER;L'Oreal;;BOTTLE;PC;HDPE;ML;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
INDODES;;UNKNOWN;CUP;FP;PET;SL;1;Toba;North Sumatra;22/09/2023;Outdoor;Mountain
CHOYA;;CHOYA UMESHU CO., LTD.;CUP;FP;PET;SL;1;Toba;North Sumatra;22/09/2023;Outdoor;Mountain
PROTIO;;Mual Tio Maju Bersama;CUP;FP;PET;SL;1;Toba;North Sumatra;22/09/2023;Outdoor;Mountain
OTHER;Unbranded;;CUP;FP;PS;SL;10;Toba;North Sumatra;22/09/2023;Outdoor;Mountain
AQUA;Danone;;BOTTLE;FP;PET;SL;15;Toba;North Sumatra;22/09/2023;Outdoor;Mountain
FLORIDINA;Wings Indonesia;;BOTTLE;FP;PET;SL;11;Toba;North Sumatra;22/09/2023;Outdoor;Mountain
TEH PUCUK;Mayora Indah;;BOTTLE;FP;PET;SL;8;Toba;North Sumatra;22/09/2023;Outdoor;Mountain
CLEO;Tanobel Food;;BOTTLE;FP;PET;SL;5;Toba;North Sumatra;22/09/2023;Outdoor;Mountain
SPRITE;The Coca-Cola Company;;BOTTLE;FP;PET;SL;3;Toba;North Sumatra;22/09/2023;Outdoor;Mountain
FANTA;The Coca-Cola Company;;BOTTLE;FP;PET;SL;8;Toba;North Sumatra;22/09/2023;Outdoor;Mountain
GOLDA;Wings;;BOTTLE;FP;PET;SL;6;Toba;North Sumatra;22/09/2023;Outdoor;Mountain
MILKU;Wings;;BOTTLE;FP;PET;SL;5;Toba;North Sumatra;22/09/2023;Outdoor;Mountain
NUTRIBOOST;The Coca-Cola Company;;BOTTLE;FP;PET;SL;3;Toba;North Sumatra;22/09/2023;Outdoor;Mountain
GOOD DAY;Britania Industries Ltd.;;BOTTLE;FP;PET;SL;2;Toba;North Sumatra;22/09/2023;Outdoor;Mountain
FRUIT TEA;Sinar Sosro;;BOTTLE;FP;PET;SL;1;Toba;North Sumatra;22/09/2023;Outdoor;Mountain
TEH BOTOL;Sinar Sosro;;BOTTLE;FP;PET;SL;1;Toba;North Sumatra;22/09/2023;Outdoor;Mountain
ICHITAN;Ichitan Group;;BOTTLE;FP;PET;SL;3;Toba;North Sumatra;22/09/2023;Outdoor;Mountain
TEBS;Sinar Sosro;;BOTTLE;FP;PET;SL;4;Toba;North Sumatra;22/09/2023;Outdoor;Mountain
KOPIKO;Mayora Indah;;BOTTLE;FP;PET;SL;1;Toba;North Sumatra;22/09/2023;Outdoor;Mountain
PRIMA;Imperial Brands;PT SINAR SOSRO;BOTTLE;FP;PET;SL;2;Toba;North Sumatra;22/09/2023;Outdoor;Mountain
OTIS;;UNKNOWN;BOTTLE;FP;PET;SL;1;Toba;North Sumatra;22/09/2023;Outdoor;Mountain
PULPY;The Coca-Cola Company;;BOTTLE;FP;PET;SL;1;Toba;North Sumatra;22/09/2023;Outdoor;Mountain
TEH BOTOL;Sinar Sosro;;BOTTLE;FP;PET;SL;5;Toba;North Sumatra;22/09/2023;Outdoor;Mountain
FRUIT TEA;Sinar Sosro;;BOTTLE;FP;PET;SL;2;Toba;North Sumatra;22/09/2023;Outdoor;Mountain
GALDONA;;UNKNOWN;BOTTLE;FP;PET;SL;3;Toba;North Sumatra;22/09/2023;Outdoor;Mountain
FLORIDINA;Wings Indonesia;;BOTTLE;FP;PET;SL;5;Toba;North Sumatra;22/09/2023;Outdoor;Mountain
AQUA;Danone;;BOTTLE;FP;PET;SL;7;Toba;North Sumatra;22/09/2023;Outdoor;Mountain
MILKU;Wings;;BOTTLE;FP;PET;SL;2;Toba;North Sumatra;22/09/2023;Outdoor;Mountain
TEH PUCUK;Mayora Indah;;BOTTLE;FP;PET;SL;5;Toba;North Sumatra;22/09/2023;Outdoor;Mountain
FRESTEA;The Coca-Cola Company;;BOTTLE;FP;PET;SL;1;Toba;North Sumatra;22/09/2023;Outdoor;Mountain
POCARI;Pocari;;BOTTLE;FP;PET;SL;1;Toba;North Sumatra;22/09/2023;Outdoor;Mountain
FANTA;The Coca-Cola Company;;BOTTLE;FP;PET;SL;3;Toba;North Sumatra;22/09/2023;Outdoor;Mountain
LE MINERALE;Mayora Indah;;BOTTLE;FP;PET;SL;2;Toba;North Sumatra;22/09/2023;Outdoor;Mountain
NIPIS MADU;;PT Tirta Fresindo Jaya (MAYORA);BOTTLE;FP;PET;SL;1;Toba;North Sumatra;22/09/2023;Outdoor;Mountain
TIRTA TIO;; PT Mual Tio Maju Bersama;BOTTLE;FP;PET;SL;1;Toba;North Sumatra;22/09/2023;Outdoor;Mountain
KIN;The Coca-Cola Company;;BOTTLE;FP;PET;SL;1;Toba;North Sumatra;22/09/2023;Outdoor;Mountain
POP MIE;Indofood;;NOODLE;HP;HDPE;SL;10;Toba;North Sumatra;22/09/2023;Outdoor;Mountain
YAMALUBE;Unbranded;;BOTTLE;FP;PET;SL;1;Toba;North Sumatra;22/09/2023;Outdoor;Mountain
SPRITE;The Coca-Cola Company;;BOTTLE;FP;PET;SL;1;Toba;North Sumatra;22/09/2023;Outdoor;Mountain
CLEO;Tanobel Food;;BOTTLE;FP;PET;SL;1;Toba;North Sumatra;22/09/2023;Outdoor;Mountain
CIMORY;Mountain Dairy;;BOTTLE;FP;PET;SL;1;Toba;North Sumatra;22/09/2023;Outdoor;Mountain
MOGU-MOGU;Sapanan General Food Co.;;BOTTLE;FP;PET;SL;1;Toba;North Sumatra;22/09/2023;Outdoor;Mountain
TORA CAFE;Torabika;;BOTTLE;FP;PET;SL;1;Toba;North Sumatra;22/09/2023;Outdoor;Mountain
TEH PUCUK;Mayora Indah;;BOTTLE CAP;FP;PP;SL;9;Toba;North Sumatra;22/09/2023;Outdoor;Mountain
FLORIDINA;Wings Indonesia;;BOTTLE CAP;FP;PP;SL;35;Toba;North Sumatra;22/09/2023;Outdoor;Mountain
AQUA;Danone;;BOTTLE CAP;FP;PP;SL;1;Toba;North Sumatra;22/09/2023;Outdoor;Mountain
MOGU-MOGU;Sapanan General Food Co.;;BOTTLE CAP;FP;PP;SL;12;Toba;North Sumatra;22/09/2023;Outdoor;Mountain
GOLDA;Wings;;BOTTLE CAP;FP;PP;SL;1;Toba;North Sumatra;22/09/2023;Outdoor;Mountain
TORA CAFE;Torabika;;BOTTLE CAP;FP;PP;SL;2;Toba;North Sumatra;22/09/2023;Outdoor;Mountain
MILKU;Wings;;BOTTLE CAP;FP;PP;SL;1;Toba;North Sumatra;22/09/2023;Outdoor;Mountain
POCARI;Pocari;;BOTTLE CAP;FP;PP;SL;3;Toba;North Sumatra;22/09/2023;Outdoor;Mountain
CIMORY;Mountain Dairy;;BOTTLE CAP;FP;PP;SL;1;Toba;North Sumatra;22/09/2023;Outdoor;Mountain
FRUIT TEA;Sinar Sosro;;BOTTLE CAP;FP;PP;SL;17;Toba;North Sumatra;22/09/2023;Outdoor;Mountain
FANTA;The Coca-Cola Company;;BOTTLE CAP;FP;PP;SL;4;Toba;North Sumatra;22/09/2023;Outdoor;Mountain
SPRITE;The Coca-Cola Company;;BOTTLE CAP;FP;PP;SL;1;Toba;North Sumatra;22/09/2023;Outdoor;Mountain
LE MINERALE;Mayora Indah;;BOTTLE CAP;FP;PP;SL;1;Toba;North Sumatra;22/09/2023;Outdoor;Mountain
CLEO;Tanobel Food;;BOTTLE CAP;FP;PP;SL;2;Toba;North Sumatra;22/09/2023;Outdoor;Mountain
TEH SOSRO;Indofood;;BOTTLE CAP;FP;PP;SL;1;Toba;North Sumatra;22/09/2023;Outdoor;Mountain
ORANG TUA;;PT Orang Tua;BOTTLE CAP;FP;PP;ML;1;Toba;North Sumatra;22/09/2023;Outdoor;Mountain
COMMODORE;;PT Adhitama Sejahtera Abadi;CIGARETTE PACKAGING;SM;PP;ML;1;Toba;North Sumatra;22/09/2023;Outdoor;Mountain
INDOMILK;Indofood;;BEVERAGE;FP;PP;ML;5;Toba;North Sumatra;22/09/2023;Outdoor;Mountain
FRISIAN FLAG;FrieslandCampina;;BEVERAGE;FP;PP;ML;1;Toba;North Sumatra;22/09/2023;Outdoor;Mountain
AQUA;Danone;;BOTTLE;FP;PP;SL;2;Toba;North Sumatra;22/09/2023;Outdoor;Mountain
CHOYA;;UNKNOWN;BEVERAGE;FP;PP;SL;1;Toba;North Sumatra;22/09/2023;Outdoor;Mountain
POWER F;Wings;;BEVERAGE;FP;PP;SL;1;Toba;North Sumatra;22/09/2023;Outdoor;Mountain
OTHER;Unbranded;;BEVERAGE;FP;PP;SL;2;Toba;North Sumatra;22/09/2023;Outdoor;Mountain
CIGARETTE MAGNUM;;PT HM Sampoerna Tbk;CIGARETTE PACKAGING;SM;O;ML;3;Toba;North Sumatra;22/09/2023;Outdoor;Mountain
ESSE CHANGE;;Korea Tomorrow & Global Indonesia;CIGARETTE PACKAGING;SM;O;ML;1;Toba;North Sumatra;22/09/2023;Outdoor;Mountain
H MILD;;;CIGARETTE PACKAGING;SM;O;ML;2;Toba;North Sumatra;22/09/2023;Outdoor;Mountain
