Brand Name;Parent Company;If Parent Company does not appear automatically or needs correction, please add here.;Item Description;Type of Product;Type of Material;Layers;Total Count;City;Provinces;Time of Audit;Type of Audit;Specifics of Audit
SQUARE PUFF;;PT ANEKA INDOMAKMUR;PLASTIC PACKAGING;FP;O;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
DJARUM;Djarum Indonesia;;PLASTIC PACKAGING;SM;O;ML;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
TOS TOS;;PT DUA KELINCI;PLASTIC PACKAGING;FP;O;ML;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
HATARI;ASW Food;;PLASTIC PACKAGING;FP;O;ML;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
STARBUCKS;Starbucks;;PLASTIC PACKAGING;FP;O;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
GORIORIO;Siantar Top;;PLASTIC PACKAGING;FP;O;ML;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
ROYCO;Campbell Soup Company;;PLASTIC PACKAGING;FP;O;ML;2;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
NUTRISARI;NutriFood;;PLASTIC PACKAGING;FP;O;ML;8;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
DILAN CHOCOLATE CRUNCHY;;PT MAYORA INDAH;PLASTIC PACKAGING;FP;O;ML;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
SAMPOERNA;Philip Morris International;;PLASTIC PACKAGING;SM;O;ML;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
SOYJOY;;PT AMERTA INDAH OTSUKA;PLASTIC PACKAGING;FP;O;ML;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
DANCOW;Nestle;;PLASTIC PACKAGING;FP;O;ML;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
UNKNOWN;Unbranded;;PLASTIC PACKAGING;HP;O;SL;2;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
SWEETY DIAPERS;;PT SOFTEX INDONESIA;PLASTIC PACKAGING;O;O;SL;3;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
REXONA;Unilever;;PLASTIC PACKAGING;O;O;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
GORIORIO;Siantar Top;;PLASTIC PACKAGING;FP;O;ML;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
DAG;;UNKNOWN;CUP;FP;O;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
TIME BREAK;Nabati;;PLASTIC PACKAGING;FP;O;ML;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
GABIN;;UNKNOWN;PLASTIC PACKAGING;FP;O;ML;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
BEARBRAND;Nestle;;PLASTIC PACKAGING;FP;PET;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
PONDS;Unilever;;PLASTIC PACKAGING;PC;O;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
SAY BREAD;Indomaret Group;;PLASTIC PACKAGING;FP;O;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
ALPENLIEBE;Perfetti van Melle;;PLASTIC PACKAGING;FP;O;ML;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
KISS;Mayora Indah;;PLASTIC PACKAGING;FP;O;ML;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
SARI GANDUM;Mayora Indah;;PLASTIC PACKAGING;FP;LDPE;ML;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
UNKNOWN;Unbranded;;LABEL;FP;LDPE;ML;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
KECAP ABC;ABC;;PLASTIC PACKAGING;FP;LDPE;ML;2;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
BISKUIT BALITA;;PT VADCO PROSPER MEGA;PLASTIC PACKAGING;FP;LDPE;ML;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
KUSUKA;CV Arira Pangindo;;PLASTIC PACKAGING;FP;PP;ML;4;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
SANDAL;Unbranded;;PLASTIC;O;O;SL;3;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
DANCOW;Nestle;;PLASTIC PACKAGING;FP;O;ML;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
TORABIKA;Mayora Indah;;PLASTIC PACKAGING;FP;LDPE;ML;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
MINYAK TELON;;UNKNOWN;BOTTLE;HP;PET;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
MINYAK TELON;;UNKNOWN;BOTTLE CAP;HP;PP;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
UNKNOWN;Unbranded;;PLASTIC PACKAGING;HP;O;SL;40;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
KELLY;;PT KELLY INTERNATIONAL COSMETICS;PLASTIC PACKAGING;PC;PVC;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
CHA CHA CHOCOLATE;;PT PERUSAHAAN INDUSTRI CERES;PLASTIC PACKAGING;FP;LDPE;ML;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
MENTOS;Perfetti van Melle;;PLASTIC PACKAGING;FP;LDPE;ML;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
CAMELO;Sumber Tirta Pamenang;;PLASTIC PACKAGING;FP;LDPE;ML;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
RELAXA;Agel Langgeng;;PLASTIC PACKAGING;FP;LDPE;ML;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
UNKNOWN;Unbranded;;PLASTIC PACKAGING;HP;O;SL;34;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
GOOD DAY COFFEE;;PT SANTOS JAYA ABADI;PLASTIC PACKAGING;FP;LDPE;ML;2;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
JASJUS;Wings;;PLASTIC PACKAGING;FP;LDPE;ML;4;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
UNKNOWN;Unbranded;;SPOON;HP;PP;SL;10;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
SUPERMI;Indofood;;PLASTIC PACKAGING;FP;PP;ML;3;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
SUPERSTAR;Mayora Indah;;PLASTIC PACKAGING;FP;PP;ML;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
DEKA;;PT DUA KELINCI;PLASTIC PACKAGING;FP;PP;ML;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
KOPI ABC;Santos Jaya Abadi;;PLASTIC PACKAGING;FP;PP;ML;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
FLOW;;PT SUMBER BENING LESTARI;CUP;FP;LDPE;SL;2;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
FLOW;;PT SUMBER BENING LESTARI;LABEL;FP;LDPE;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
ROYCO;Campbell Soup Company;;PLASTIC PACKAGING;FP;O;ML;2;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
TOP ICE;Forisa Nusa Persada;;PLASTIC PACKAGING;FP;O;ML;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
UNKNOWN;Unbranded;;PLASTIC PACKAGING;FP;LDPE;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
KUKU BIMA;Sido Muncul;;PLASTIC PACKAGING;FP;O;ML;10;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
UNKNOWN;Unbranded;;PLASTIC PACKAGING;FP;LDPE;SL;3;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
UNKNOWN;Unbranded;;UNKNOWN;O;O;SL;25;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
DAIA;Wings;;PLASTIC PACKAGING;HP;LDPE;ML;4;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
KISS;Mayora Indah;;PLASTIC PACKAGING;FP;LDPE;ML;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
UNKNOWN;Unbranded;;PLASTIC PACKAGING;HP;PP;SL;4;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
UNKNOWN;Unbranded;;PLASTIC PACKAGING;FP;PP;SL;2;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
UNKNOWN;Unbranded;;GALON CAP;HP;PP;SL;2;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
SUPERMI;Indofood;;PLASTIC PACKAGING;FP;PP;ML;3;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
UNKNOWN;Unbranded;;PLASTIC PACKAGING;HP;O;SL;50;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
CLEO;Tanobel Food;;BOTTLE CAP;FP;PET;SL;13;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
CLEO;Tanobel Food;;LABEL;FP;LDPE;SL;2;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
CLEO;Tanobel Food;;BOTTLE;FP;PET;SL;2;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
PLASTIK INDOMARET;;PT INDOMARCO PRISMATAMA;PLASTIC PACKAGING;PC;LDPE;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
UNKNOWN;Unbranded;;SEAL TAPE;PM;O;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
PEWARNA MAKANAN;;UNKNOWN;BOTTLE;FP;PET;SL;2;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
PEWARNA MAKANAN;;UNKNOWN;BOTTLE CAP;FP;PP;SL;2;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
CIMORY;Mountain Dairy;;PLASTIC PACKAGING;FP;PP;ML;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
UNKNOWN;Unbranded;;BOX;FP;PS;SL;3;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
ROKOK WARUNG KOPI;;PT VICTORY SUPRA SIGARET;PLASTIC PACKAGING;SM;O;ML;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
UNKNOWN;Unbranded;;CUP;FP;PET;SL;3;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
OVALTINE;ABF;;PLASTIC PACKAGING;FP;LDPE;ML;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
ROMA MALKIST;Mayora Indah;;PLASTIC PACKAGING;FP;HDPE;ML;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
ROYCO;Campbell Soup Company;;PLASTIC PACKAGING;FP;HDPE;ML;3;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
ULTRAMILK;Ultrajaya;;PLASTIC PACKAGING;FP;O;ML;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
ULTRAMILK;Ultrajaya;;STRAW;FP;LDPE;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
GO POTATO;Siantar Top;;PLASTIC PACKAGING;FP;HDPE;ML;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
DAG;;UNKNOWN;CUP;FP;PET;SL;5;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
CHOCO CHIPS;Simba;;PLASTIC PACKAGING;FP;HDPE;ML;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
TEH GELAS;Orang Tua;;CUP;FP;PET;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
TEH GELAS;Orang Tua;;LABEL;FP;LDPE;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
UNKNOWN;Unbranded;;STRAW;FP;PET;SL;47;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
GORIORIO;Siantar Top;;PLASTIC PACKAGING;FP;HDPE;ML;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
ENERGEN;Mayora Indah;;PLASTIC PACKAGING;FP;HDPE;ML;3;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
KIKO;Pandaria Makmur (Kiko Fact);PT UNITED FAMILY FOOD;PLASTIC PACKAGING;FP;PET;ML;19;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
DAG;;UNKNOWN;STRAW;FP;PET;SL;9;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
LE MINERALE;Mayora Indah;;BOTTLE;FP;PET;SL;4;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
BENG BENG;Mayora Inda;;PLASTIC PACKAGING;FP;LDPE;ML;2;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
UNKNOWN;Unbranded;;HELMET;HP;PVC;ML;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
UNKNOWN;Unbranded;;SPOON;FP;PS;ML;7;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
NUTRISARI;NutriFood;;PLASTIC PACKAGING;FP;LDPE;ML;2;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
WAFELO;Mayora Indah;;PLASTIC PACKAGING;FP;LDPE;ML;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
UNKNOWN;Unbranded;;LIGHTER (KOREK);SM;O;SL;4;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
EXTRA JOSS;Bintang Toedjoe;;PLASTIC PACKAGING;FP;LDPE;ML;4;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
UNKNOWN;Unbranded;;PLASTIC CAR TOYS;PM;PVC;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
UNKNOWN;Unbranded;;BOTTLE CAP;FP;PET;SL;17;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
UNKNOWN;Unbranded;;OIL BOTTLE;HP;PVC;SL;2;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
CHOCOLATOS;Garuda Food;;PLASTIC PACKAGING;FP;LDPE;ML;3;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
OREO;Dongsuh Foods;PT MONDELEZ INDONESIA MANUFACTURING;PLASTIC PACKAGING;FP;LDPE;ML;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
UNKNOWN;Unbranded;;HONEY BOTTLE;FP;PET;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
AIR MINERAL WAISERI;;UNKNOWN;LABEL;FP;HDPE;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
SUPERCO;Khong Guan;;PLASTIC PACKAGING;FP;LDPE;ML;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
NABATI;Nabati Group.;;PLASTIC PACKAGING;FP;LDPE;ML;2;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
POPOK;;UNKNOWN;DIAPERS;PC;O;ML;59;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
HNI ZAITUN;;PT HALAL NETWORK INTERNATIONAL HERBA PENAWAR ALWAHIDA INDONESIA;BOTTLE;HP;PVC;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
SURYA;Gudang Garam Tbk.;;PLASTIC PACKAGING;SM;O;ML;2;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
HOT HOT;Bronson Prima Industri;;PLASTIC PACKAGING;FP;LDPE;ML;4;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
ROKOK WARUNG KOPI;;PT VICTORY SUPRA SIGARET;PLASTIC PACKAGING;SM;O;ML;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
TEH PUCUK;Mayora Indah;;BOTTLE;FP;PET;SL;23;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
TEH PUCUK;Mayora Indah;;BOTTLE CAP;FP;PP;SL;15;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
TEH PUCUK;Mayora Indah;;LABEL;FP;PP;SL;19;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
CLEO;Tanobel Food;;BOTTLE;FP;PET;SL;9;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
CLEO;Tanobel Food;;BOTTLE CAP;FP;PP;SL;7;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
CLEO;Tanobel Food;;LABEL;FP;LDPE;SL;7;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
MILKU;Wings;;BOTTLE;FP;PET;SL;4;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
MILKU;Wings;;BOTTLE CAP;FP;PP;SL;4;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
MILKU;Wings;;LABEL;FP;LDPE;SL;4;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
AKE;CV.Ake Abadi;;CUP;FP;PP;SL;5;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
ULTRAMILK;Ultrajaya;;TETRA PAK;FP;O;ML;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
DAG;;UNKNOWN;CUP;FP;PP;SL;24;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
DAG;;UNKNOWN;LABEL;FP;LDPE;SL;24;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
FANTA;The Coca-Cola Company;;BOTTLE;FP;PET;SL;2;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
COCA COLA;The Coca-Cola Company;;BOTTLE;FP;PET;SL;3;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
COCA COLA;The Coca-Cola Company;;BOTTLE CAP;FP;PP;SL;4;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
NATUR E;;PT DARYA VARIA LABORATORIA TBK;BOTTLE CAP;PC;PP;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
NATUR E;;PT DARYA VARIA LABORATORIA TBK;BOTTLE;PC;PET;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
NATUR E;;PT DARYA VARIA LABORATORIA TBK;LABEL;PC;LDPE;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
UNKNOWN;Unbranded;;BOTTLE;HP;HDPE;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
ADEM SARI;Sari Enesis Indah;;BOTTLE;FP;PET;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
ADEM SARI;Sari Enesis Indah;;LABEL;FP;LDPE;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
ADEM SARI;Sari Enesis Indah;;BOTTLE CAP;FP;PP;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
ZWITSAL;;UNILEVER;BOTTLE;HP;HDPE;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
ZWITSAL;;UNILEVER;LABEL;HP;LDPE;SL;2;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
TEH GELAS;Orang Tua;;CUP;FP;PET;SL;5;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
TEH GELAS;Orang Tua;;LABEL;PM;LDPE;SL;4;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
POCARI SWEAT;Otsuka;;BOTTLE;FP;PET;SL;6;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
POCARI SWEAT;Otsuka;;BOTTLE CAP;FP;PP;SL;7;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
POCARI SWEAT;Otsuka;;LABEL;PM;LDPE;SL;3;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
LE MINERALE;Mayora Indah;;BOTTLE;FP;PET;SL;61;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
LE MINERALE;Mayora Indah;;LABEL;FP;LDPE;SL;32;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
LE MINERALE;Mayora Indah;;BOTTLE CAP;FP;PP;SL;38;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
AQUA;Danone;;BOTTLE;FP;PET;SL;19;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
AQUA;Danone;;LABEL;PM;LDPE;SL;6;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
AQUA;Danone;;BOTTLE CAP;FP;PP;SL;20;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
PRIMA MINERAL;;PT SINAR SOSRO;BOTTLE;FP;PET;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
PRIMA MINERAL;;PT SINAR SOSRO;BOTTLE CAP;FP;PP;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
PRIMA MINERAL;;PT SINAR SOSRO;LABEL;PM;LDPE;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
DAG;;UNKNOWN;CUP;FP;PP;SL;62;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
DAG;;UNKNOWN;PLASTIC PACKAGING;PM;LDPE;SL;57;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
DAG;;UNKNOWN;STRAW;FP;O;SL;24;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
ALE ALE;Tirta Alam;;CUP;FP;PP;SL;2;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
ALE ALE;Tirta Alam;;LABEL;PM;LDPE;SL;2;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
FLORIDINA;Wings Indonesia;;BOTTLE;FP;PP;SL;3;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
FLORIDINA;Wings Indonesia;;LABEL;PM;LDPE;SL;3;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
UNKNOWN;Unbranded;;CUP;FP;PET;SL;51;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
UNKNOWN;Unbranded;;LABEL;PM;LDPE;SL;5;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
DAG;;UNKNOWN;CUP;FP;PET;SL;37;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
DAG;;UNKNOWN;LABEL;PM;LDPE;SL;38;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
AYUDES;Cv. Abadi 3 mandiri;;CUP;FP;PP;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
AYUDES;Cv. Abadi 3 mandiri;;LABEL;PM;LDPE;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
CIMORY;Mountain Dairy;;BOTTLE;FP;PET;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
CIMORY;Mountain Dairy;;LABEL;PM;LDPE;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
UNKNOWN;Unbranded;;BOTTLE;FP;PET;SL;42;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
ASEGAR;Asegar Murni Jaya;UNKNOWN;CUP;FP;PP;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
AWESOME;;UNKNOWN;CUP;FP;PP;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
ICHITAN;Ichitan Group;;BOTTLE;FP;PP;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
GREEN TEA;;UNKNOWN;BOTTLE;FP;PP;SL;1;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
UNKNOWN;Unbranded;;BOTTLE;FP;PP;SL;17;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
UNKNOWN;Unbranded;;CUP;FP;PP;SL;4;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
TEH GELAS;Orang Tua;;CUP;FP;PET;SL;20;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
TEH GELAS;Orang Tua;;LABEL;PM;LDPE;SL;20;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
FLOW;;PT SUMBER BENING LESTARI;CUP;FP;PET;SL;10;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
FLOW;;PT SUMBER BENING LESTARI;LABEL;PM;LDPE;SL;10;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
MINYAKITA;;APICAL GROUP;BOTTLE;FP;PET;SL;4;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
MINYAKITA;;APICAL GROUP;LABEL;PM;LDPE;SL;3;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
MINYAKITA;;APICAL GROUP;BOTTLE CAP;FP;PP;SL;3;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
OKKY JELLY DRINK;Tudung Group;;CUP;FP;PET;SL;15;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
OKKY JELLY DRINK;Tudung Group;;LABEL;PM;LDPE;SL;4;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
AJM;;UNKNOWN;CUP;FP;PET;SL;5;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
AJM;;UNKNOWN;LABEL;PM;LDPE;SL;6;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
VIT;Tirta Investama;;CUP;FP;PET;SL;4;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
VIT;Tirta Investama;;LABEL;PM;LDPE;SL;4;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
FRUIT TEA;Sinar Sosro;;BOTTLE;FP;PET;SL;3;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
FRUIT TEA;Sinar Sosro;;LABEL;PM;LDPE;SL;3;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
FRUIT TEA;Sinar Sosro;;BOTTLE CAP;FP;PP;SL;3;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
FRESTEA;The Coca-Cola Company;;BOTTLE;FP;PET;SL;2;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
FRESTEA;The Coca-Cola Company;;LABEL;PM;LDPE;SL;2;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
FRESTEA;The Coca-Cola Company;; BOTTLE CAP;FP;PP;SL;2;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
MAULKHAIRAT;;UNKNOWN;CUP;FP;PET;SL;5;Ternate;North Maluku;30/09/2023;Outdoor;Coast/Shoreline
